nome,nome_pesquisa,nome_social,nome_social_pesquisa,nascimento,cpf,rg,data_emissao,orgao_emissor,uf_emissao,filiacao,escolaridade,email,telefone,celular,cep,rua,numero,complemento,bairro,cidade,uf,pcd,ps,ja_sorteado,id_turma
Ravi Lucca Barros,RAVI LUCCA BARROS,João Guilherme da Paz,JOÃO GUILHERME DA PAZ,2005-08-09,53732370275,312340238,2002-08-31,OAB,RJ,Vitor Cassiano,3,marquescaua@example.org,0300 853 6384,+55 (58) 94126 5233,82416-775,Passarela Dante Garcia,6,,União,Andrade,SP,False,False,False,18
Fernando Pastor,FERNANDO PASTOR,,,1956-10-19,90782878709,,,,,Miguel da Rosa,2,arthur-gabriel40@example.net,+55 41 0972 7958,+55 41 9 5236 4471,12403928,Passarela de Duarte,78,,São Marcos,Almeida,RS,False,False,False,18
Ágatha da Rocha,ÁGATHA DA ROCHA,,,1966-08-09,50265606365,949507845,1995-05-29,OAB,PR,Arthur Gabriel Azevedo,6,yda-costa@example.com,(081) 0020-1602,+55 (64) 9 1069-9306,82318972,Residencial Benjamin Ramos,652,,Teixeira Dias,Araújo de Lopes,RJ,False,False,False,18
Ana Júlia Moura,ANA JÚLIA MOURA,,,1989-03-03,01287837379,671010295,1997-05-02,OAB,MG,Pietra Silva,6,ravyrodrigues@example.com,11 8283-0320,+55 14 97767-3671,73992-039,Feira Moura,28,,Goiania,Rocha das Pedras,PR,False,False,False,18
Milena da Paz,MILENA DA PAZ,,,1989-03-01,20264396138,742935251,2004-03-19,IFP,MG,Fernando Fernandes,5,heloisa65@example.org,0500 039 2423,+55 (26) 99157 1995,78099774,Esplanada de Vieira,200,,Vila Madre Gertrudes 4ª Seção,Lopes,MG,False,False,False,18
Giovanna Gonçalves,GIOVANNA GONÇALVES,Luiza Costela,LUIZA COSTELA,1981-10-13,61179861574,,,,,Beatriz Freitas,4,britoenrico@example.org,61 7242 2524,+55 99 92072-9874,10794786,Ladeira Fogaça,788,,Vila São João Batista,Freitas do Sul,PR,False,False,False,18
Anna Liz Albuquerque,ANNA LIZ ALBUQUERQUE,,,1981-01-05,27095616469,318016651,2005-01-06,OAB,MG,Yuri da Paz,2,maya47@example.org,+55 (061) 3930 6683,+55 69 9 5700 3196,73734810,Distrito Maria Liz da Mata,66,,São Francisco Das Chagas,Novaes das Flores,RS,False,False,False,18
Dr. Enzo Gabriel Correia,DR. ENZO GABRIEL CORREIA,Manuella Nunes,MANUELLA NUNES,1944-07-13,93582329437,350431987,2000-10-15,OAB,RJ,Rhavi Sousa,7,giovanna24@example.com,+55 (081) 0332 2727,+55 (21) 9 8663 8061,55492067,Núcleo Freitas,23,,Vila Jardim Alvorada,Caldeira de Farias,SP,False,False,False,18
José Miguel Cirino,JOSÉ MIGUEL CIRINO,Ísis Câmara,ÍSIS CÂMARA,1955-08-28,84163376402,,,,,Dr. Brayan Ribeiro,7,arthur-miguelalbuquerque@example.net,(021) 6691-1858,+55 (57) 9 9573-4347,10722-148,Colônia Nogueira,3,,Alto Dos Pinheiros,Martins da Prata,MG,False,False,False,18
Rafaela Casa Grande,RAFAELA CASA GRANDE,,,1991-04-29,72470784999,449403623,2003-02-19,SSP,RS,Gabrielly Pastor,2,bruno82@example.com,+55 31 2986 0769,+55 (77) 99513-9615,33862-184,Conjunto Farias,29,,Etelvina Carneiro,Pastor de Aparecida,RS,True,True,False,18
Vitor Gabriel Dias,VITOR GABRIEL DIAS,Enrico Andrade,ENRICO ANDRADE,1986-06-03,32227945109,770772602,2001-10-25,SSP,RS,Srta. Esther Gomes,3,andrebarbosa@example.org,51 8848 5840,+55 93 99959 1506,00779-260,Trevo de Macedo,9,,Nossa Senhora Da Aparecida,Alves,RJ,False,False,False,18
Sra. Maria Alice Pires,SRA. MARIA ALICE PIRES,,,1956-09-03,38486859492,226461304,1997-07-03,IFP,RJ,Enrico Nascimento,4,barrosnicolas@example.org,+55 (041) 5707-6066,+55 (039) 94258-6151,00097-716,Trevo Viana,148,,Maria Tereza,Fonseca,SP,False,False,False,18
Giovanna Lopes,GIOVANNA LOPES,,,1965-02-01,08411740161,955459601,2005-07-06,IFP,RJ,Apollo Castro,5,melina04@example.org,+55 (081) 8163 0996,+55 (23) 98133 1952,49217-837,Viela de Dias,73,,Copacabana,Barros,RJ,False,False,False,18
Anna Liz Silveira,ANNA LIZ SILVEIRA,,,1965-09-26,78984655988,423150125,1996-11-29,SSP,PR,Luara Cavalcante,5,limaluiz-miguel@example.net,+55 (084) 6303 6522,+55 (023) 91062 2370,18162189,Chácara Otávio Nascimento,32,,São Paulo,Vieira do Sul,PR,False,False,False,18
Sra. Manuela Oliveira,SRA. MANUELA OLIVEIRA,,,1978-03-16,43319461850,,,,,Ian Correia,4,theodoro20@example.com,(021) 6693-1965,+55 (84) 9 4419 3775,05059708,Distrito Mendonça,9,,Conjunto Jatoba,Ramos,RS,False,False,False,18
Maria Isis Novaes,MARIA ISIS NOVAES,Luiz Miguel Cavalcanti,LUIZ MIGUEL CAVALCANTI,1943-10-25,97726273887,492749757,1997-12-20,SSP,PR,Eduarda Vasconcelos,2,albuquerquemaria-fernanda@example.com,+55 51 2807 5502,+55 (44) 9 0116 9945,15555427,Aeroporto da Conceição,57,,Vila Independencia 3ª Seção,Rocha,RS,False,False,False,18
Stephany Viana,STEPHANY VIANA,,,2004-06-29,21211529037,,,,,Renan da Luz,2,zcamargo@example.com,(021) 7182 7414,+55 (38) 98489 0841,23511457,Núcleo de Barbosa,36,,Bernadete,Rios,SP,False,False,False,18
Bruna Duarte,BRUNA DUARTE,,,2012-05-26,05283246329,871934249,2003-12-26,OAB,RJ,João Silveira,5,arthur-gabrielpeixoto@example.com,+55 11 4186-3773,+55 (026) 94928-1797,66962318,Viela de Moura,245,,Vila Barragem Santa Lúcia,Pereira do Amparo,RS,True,False,False,18
Marcos Vinicius Sousa,MARCOS VINICIUS SOUSA,,,1983-02-21,07842902704,187796776,1995-04-12,DETRAN,MG,Srta. Eloah Vieira,7,andre25@example.net,51 1105 5836,+55 (50) 9 8876-7936,74736334,Chácara de Pastor,5,,Confisco,Camargo do Amparo,SP,False,False,False,18
Valentim Vargas,VALENTIM VARGAS,João Miguel Castro,JOÃO MIGUEL CASTRO,1974-03-17,25389197038,708822856,1998-07-13,DETRAN,PR,Sr. Pedro Henrique Cavalcante,6,joseabreu@example.org,51 7372 2636,+55 (93) 9 0125-2520,51691-316,Favela Valentim Moraes,8,,Monte São José,Vargas,MG,False,False,False,18
Srta. Heloísa Santos,SRTA. HELOÍSA SANTOS,,,2002-09-10,47538005200,436458565,2000-05-22,SSP,RS,Caleb Costela,7,monteirovitor-hugo@example.com,(071) 8077 3591,+55 (080) 92579 5035,08759-662,Lagoa Sousa,63,,Bom Jesus,Costela,RJ,False,False,False,18
Sr. João Vitor Marques,SR. JOÃO VITOR MARQUES,Rhavi da Conceição,RHAVI DA CONCEIÇÃO,1977-11-16,96810579451,963727077,1996-06-29,SSP,RJ,Bryan Montenegro,5,fernanda61@example.net,84 3348-1973,+55 (002) 91460-2871,65474086,Distrito de Dias,19,,Santa Amelia,Montenegro,MG,False,False,False,18
Nicolas Duarte,NICOLAS DUARTE,,,2009-03-26,94776447142,413723424,2006-02-07,DETRAN,RS,Letícia Machado,7,alanaandrade@example.com,+55 (021) 7635 2205,+55 (97) 9 8678 5568,72765-919,Pátio Macedo,4,,Alta Tensão 1ª Seção,Rocha,RS,True,False,False,18
Sr. Murilo da Paz,SR. MURILO DA PAZ,Kaique Ribeiro,KAIQUE RIBEIRO,2004-01-24,87242851530,,,,,Ana Beatriz Machado,2,maria-cecilia50@example.org,51 4055 9684,+55 21 9 7088-5629,54160-835,Rua Yasmin Pires,66,,Aeroporto,Machado de Nogueira,MG,False,False,False,18
Marcela Vargas,MARCELA VARGAS,,,2006-10-07,51028207611,631661954,1999-04-03,SSP,MG,Dr. Lorenzo Moreira,7,carvalhotheo@example.net,31 4034-0731,+55 (02) 97873-5255,22861-007,Esplanada de Pimenta,4,,Mariano De Abreu,Aparecida,RJ,False,False,False,18
Daniel da Rocha,DANIEL DA ROCHA,,,1996-08-04,02135692999,598513641,2000-11-13,SSP,RJ,Thales Cavalcanti,3,fernandovargas@example.org,41 8604 7740,+55 00 94103 5489,63239-102,Vereda Abreu,7,,Milionario,Cavalcante,MG,False,False,False,18
João Lucas Caldeira,JOÃO LUCAS CALDEIRA,Bernardo da Rosa,BERNARDO DA ROSA,2007-05-07,35717739699,917672373,1995-10-27,SSP,RS,Sr. Anthony Gabriel da Rocha,5,caldeirasophie@example.org,71 6048 9332,+55 66 9 7411 6364,60671-152,Colônia Santos,36,,Vila Coqueiral,Nogueira,PR,False,False,False,18
Davi Miguel Albuquerque,DAVI MIGUEL ALBUQUERQUE,,,1965-02-23,70091561582,280132632,1995-07-09,SSP,SP,Alexandre Pimenta,6,anabarbosa@example.org,0300 777 6087,+55 99 9 0672-7804,47406-110,Viaduto da Costa,94,,Vista Do Sol,Monteiro do Galho,RJ,False,False,False,18
Srta. Eduarda Nascimento,SRTA. EDUARDA NASCIMENTO,,,1966-09-19,22468047524,621437218,1999-11-08,SSP,RS,Dr. Luiz Henrique Pires,2,calebenovaes@example.org,71 3842 5549,+55 53 98942 7975,09543-719,Conjunto de Barros,357,,Chácara Leonina,Fernandes,MG,False,False,False,18
Sra. Beatriz Carvalho,SRA. BEATRIZ CARVALHO,,,1955-06-28,71154057437,567012211,2001-04-11,DETRAN,RJ,Heloísa da Luz,3,davi-luizsampaio@example.net,84 0672-9722,+55 10 93160-0489,69354-670,Aeroporto de Mendonça,507,,São Damião,das Neves de Cavalcante,RS,False,True,False,18
Enzo Gabriel Freitas,ENZO GABRIEL FREITAS,,,1949-01-31,15883986765,866614605,2006-01-31,SSP,RS,Sra. Sophia Vieira,3,da-rochazoe@example.net,(041) 6758 8844,+55 66 9 3134 7886,26792818,Favela Maysa da Paz,338,,Bela Vitoria,Novaes do Oeste,PR,False,False,False,18
Catarina Melo,CATARINA MELO,,,2006-02-11,36933910091,808144536,2002-02-19,SSP,SP,Letícia da Luz,7,larissa02@example.net,+55 (031) 3476 5584,+55 (010) 94494 8460,15870-890,Núcleo Manuella Machado,72,,Jardim São José,Martins do Sul,RS,False,False,False,18
Vinicius Siqueira,VINICIUS SIQUEIRA,Miguel Camargo,MIGUEL CAMARGO,1985-10-30,03776528907,778360728,2004-03-25,IFP,SP,Maria Laura Campos,7,maria-lauramelo@example.com,+55 11 4013 6719,+55 79 95743-9109,06306-926,Parque de Vasconcelos,7,,Ipe,Freitas das Flores,SP,False,False,False,18
Maria Luiza Cavalcanti,MARIA LUIZA CAVALCANTI,,,1982-02-20,09121758930,210561913,2006-02-13,DETRAN,PR,Ana Carolina Souza,7,luiz-felipesouza@example.net,84 6148-9893,+55 (03) 92696 4342,19988997,Feira Nathan Marques,41,,Santa Branca,Vieira de Pinto,SP,False,False,False,18
Luiz Fernando Vasconcelos,LUIZ FERNANDO VASCONCELOS,,,1970-10-31,11570816301,414224321,2001-11-08,OAB,RJ,Diogo Pimenta,3,vramos@example.org,+55 (081) 7666-3875,+55 75 98380-5826,56344-860,Viela Sampaio,88,,Fazendinha,da Mata,RS,False,False,False,18
Rael Pinto,RAEL PINTO,,,1946-06-02,66009289807,942676938,2005-04-18,IFP,PR,Allana Rios,3,theo61@example.com,(041) 6246 3141,+55 (35) 98627 0031,40074910,Estrada de Pinto,2,,Novo Das Industrias,Moraes de Azevedo,RS,False,False,False,18
Bento Costela,BENTO COSTELA,,,1995-09-10,48313373580,272981711,2002-08-22,IFP,PR,Eloah Freitas,6,marinamontenegro@example.net,+55 (041) 3834-6850,+55 (061) 97644 7585,24297241,Conjunto de Nunes,857,,Nossa Senhora De Fátima,Porto,RJ,True,False,False,18
Matheus Correia,MATHEUS CORREIA,,,2002-09-08,06295542263,339955962,2000-06-12,OAB,SP,Sr. Nathan Fernandes,7,tsousa@example.org,+55 (071) 7671 4446,+55 (13) 9 2286-1248,17301351,Aeroporto Heloisa Casa Grande,767,,Vila Califórnia,Santos,SP,False,False,False,18
Natália Montenegro,NATÁLIA MONTENEGRO,,,1994-05-26,74111364250,,,,,Théo da Cruz,2,danilorodrigues@example.com,+55 (021) 3449-5726,+55 50 97371-3084,45823135,Feira Azevedo,7,,Vila Vista Alegre,Azevedo,MG,False,False,False,18
Rodrigo Pimenta,RODRIGO PIMENTA,,,1943-09-26,32281361322,634349813,1995-04-22,OAB,PR,Isabelly Andrade,6,beniciocavalcante@example.com,51 5070 1193,+55 (028) 97226-5590,86838039,Jardim de Martins,59,,Nova Suíça,Lima,MG,False,False,False,18
Natália Sales,NATÁLIA SALES,,,2012-06-14,58525733709,543464900,1998-08-27,SSP,SP,Dr. Josué Melo,7,pimentaisabela@example.org,0900 705 1439,+55 20 91574-7614,20317305,Chácara Maria Helena Cirino,29,,Itaipu,da Luz,SP,False,False,False,18
Aylla Cardoso,AYLLA CARDOSO,,,1969-12-31,33862619737,606328284,2004-12-18,SSP,RJ,Gabriel Martins,5,otavio64@example.org,11 4652 4512,+55 14 9 7529-8641,38807427,Avenida Cunha,98,,Serrano,Vieira da Mata,PR,True,False,False,18
Kevin Nascimento,KEVIN NASCIMENTO,,,2002-11-02,28386174862,408548332,2005-04-21,SSP,MG,Gael Henrique Sales,6,daniela65@example.org,+55 51 6561 0567,+55 41 9 7381 0241,68852621,Residencial Barros,53,,Granja Werneck,Guerra,PR,False,False,False,18
Liz Pastor,LIZ PASTOR,,,1954-07-07,86160834304,684389252,2003-02-20,OAB,RJ,Caroline Teixeira,4,agatharamos@example.org,0900-662-7430,+55 (73) 96728-0572,44953-749,Condomínio Clara Fogaça,22,,Solar Do Barreiro,da Cruz do Campo,SP,False,False,False,18
Dr. Paulo Cardoso,DR. PAULO CARDOSO,,,2009-08-07,46676346850,,,,,Léo Souza,3,kbarbosa@example.net,+55 21 9248 2751,+55 (066) 93883-1261,18786967,Esplanada Abreu,4,,Maravilha,da Paz,RS,False,False,False,18
Alexandre Vasconcelos,ALEXANDRE VASCONCELOS,,,1994-09-09,77931766776,521760379,2003-06-30,DETRAN,RJ,João Guilherme Garcia,2,davimacedo@example.org,+55 21 4344 6373,+55 91 9 0212 5669,75452786,Setor de Viana,1,,São Bento,Albuquerque da Praia,RJ,True,False,False,18
Joaquim Macedo,JOAQUIM MACEDO,,,1997-09-21,27240105407,900859005,2001-10-07,DETRAN,MG,Leandro Aparecida,5,hcastro@example.org,(071) 0371 0219,+55 (064) 91129-0689,81532-795,Vereda Eduarda Fonseca,10,,Palmeiras,Gomes da Serra,SP,False,False,False,18
Yasmin Gomes,YASMIN GOMES,,,2008-03-26,24138923705,,,,,Mathias Silveira,5,cardosothomas@example.net,+55 (071) 0537-0546,+55 69 9 9222-4644,40322-947,Colônia Calebe Vasconcelos,3,,Vila Jardim Montanhes,da Luz,SP,False,False,False,18
Catarina Carvalho,CATARINA CARVALHO,Erick Vargas,ERICK VARGAS,1947-12-27,57034770182,,,,,João Gabriel Fonseca,5,mariane34@example.org,21 0772 0974,+55 (53) 9 6779-7659,51659-224,Sítio Novais,71,,Granja Werneck,Araújo,SP,False,False,False,18
Heitor Macedo,HEITOR MACEDO,Alana Alves,ALANA ALVES,1954-11-09,78565326373,167174798,2002-11-23,IFP,RS,Dra. Jade Borges,6,cirinodavi-miguel@example.org,(071) 0335 3722,+55 (053) 94008-5148,29099878,Esplanada Yago da Cunha,8,,Novo Das Industrias,Barros Alegre,SP,False,False,False,18
Benício Sousa,BENÍCIO SOUSA,,,2008-01-11,08479947241,305306274,1997-03-13,IFP,RS,Bruna Camargo,3,eduarte@example.com,0500 414 7053,+55 (37) 9 2052 6377,76018-117,Trevo Rodrigues,603,,Conjunto São Francisco De Assis,Aparecida Grande,RS,False,False,False,18
Fernanda Mendonça,FERNANDA MENDONÇA,Ravi Moura,RAVI MOURA,1974-01-30,05886859500,357846741,2000-05-10,SSP,SP,Srta. Heloísa Ribeiro,4,cavalcantiluiz-otavio@example.org,+55 21 8369 6442,+55 65 9 4818-8906,57224732,Lagoa de Nogueira,7,,Nova Cintra,Cunha,PR,False,True,False,18
Joaquim Casa Grande,JOAQUIM CASA GRANDE,,,1989-06-23,84385938369,556127582,2000-10-10,IFP,RJ,Raquel Dias,3,lcirino@example.org,84 5608-9529,+55 41 98485-9506,78560024,Trecho de Pereira,3,,Bela Vitoria,Monteiro do Campo,RS,False,True,False,19
Júlia Sales,JÚLIA SALES,,,1981-12-28,21887100610,198557460,2001-07-21,DETRAN,RJ,Heitor Castro,3,asouza@example.net,+55 (011) 5128-0655,+55 (081) 90615 8656,82082588,Loteamento de Castro,19,,Carlos Prates,Porto da Praia,PR,False,False,False,19
Daniel Pinto,DANIEL PINTO,Lorenzo Costela,LORENZO COSTELA,1948-12-03,29558581615,293543704,1995-01-19,DETRAN,MG,Bruno Santos,7,ggarcia@example.com,+55 (081) 8072-6202,+55 (80) 96074-9849,74000030,Viaduto Raul da Mota,983,,Horto,Moreira,SP,True,False,False,19
Antônio Fernandes,ANTÔNIO FERNANDES,,,2001-11-01,26487779709,226318449,2002-05-11,OAB,RJ,Srta. Julia Rocha,6,melissa53@example.net,(031) 9320-0428,+55 67 9 5556 1503,96505-839,Chácara Cavalcante,80,,Tupi B,Caldeira das Flores,PR,False,False,False,19
Elisa Leão,ELISA LEÃO,,,1966-07-22,17811663589,820930420,1997-04-01,SSP,PR,Sabrina Vargas,4,caleb67@example.org,51 4084 5730,+55 71 9 0887 4130,65189-362,Trevo Pacheco,11,,Maria Tereza,Cirino,RJ,False,True,False,19
Isis da Costa,ISIS DA COSTA,,,1991-02-01,20923762256,,,,,André Silveira,7,caua12@example.net,+55 84 4440-1127,+55 (98) 9 6195-1800,44783-164,Trevo de Novais,89,,Manacas,Porto Alegre,SP,False,False,False,19
Sr. Isaque Melo,SR. ISAQUE MELO,Nathan Pereira,NATHAN PEREIRA,1953-02-10,90385660006,165948668,2003-09-01,OAB,MG,Henry Aragão,5,davi-lucca89@example.com,61 9465-5566,+55 (047) 91027-4861,95182830,Jardim Farias,5,,Carlos Prates,Rodrigues,PR,True,False,False,19
Fernanda Sampaio,FERNANDA SAMPAIO,,,1954-03-28,70101271409,,,,,Lucas Gabriel Cardoso,2,pedro-lucas57@example.net,0300-035-3056,+55 (16) 96511 4831,53801-193,Ladeira da Luz,926,,Vila São Dimas,Barros,RS,True,False,False,19
Sra. Laís Albuquerque,SRA. LAÍS ALBUQUERQUE,,,1948-08-15,63619674175,831799024,2004-05-16,OAB,MG,Alana Fogaça,6,riosjoao@example.org,84 9946 6119,+55 46 9 4872 9288,13286061,Sítio de Fonseca,62,,Cenaculo,Nogueira do Sul,RJ,False,False,False,19
Theodoro Fernandes,THEODORO FERNANDES,Enrico Gonçalves,ENRICO GONÇALVES,2007-06-10,16781148982,862557564,1997-03-30,SSP,MG,Apollo Borges,5,mda-mota@example.net,(071) 8822 5625,+55 (77) 91513-5163,19913-877,Estrada Pereira,70,,Santo Antônio,Barbosa dos Dourados,SP,False,False,False,19
Pietra da Costa,PIETRA DA COSTA,,,1974-12-22,68858915259,399646499,2005-01-23,SSP,SP,Isabelly Novais,6,yrocha@example.org,+55 (021) 0444 6190,+55 (88) 9 5738 6659,51415350,Alameda Lívia Novais,20,,Custodinha,Correia,SP,False,False,False,19
Anna Liz da Rocha,ANNA LIZ DA ROCHA,Laís Leão,LAÍS LEÃO,1968-05-10,35031840153,,,,,Beatriz Sampaio,5,barbarasales@example.com,0500-780-0707,+55 (11) 9 8742-5131,79876-214,Residencial de Vasconcelos,1,,Novo Santa Cecilia,Gonçalves de Costa,SP,False,False,False,19
Evelyn Mendonça,EVELYN MENDONÇA,,,1963-02-05,18396070172,102342501,1994-07-23,IFP,RJ,Maria Laura Viana,6,cardosoliam@example.net,+55 (051) 5068 4274,+55 (18) 9 7495 3458,73829968,Praia Rocha,362,,Vila Havaí,Abreu das Pedras,RS,False,True,False,19
Dra. Cecilia Ferreira,DRA. CECILIA FERREIRA,Antony Macedo,ANTONY MACEDO,1994-12-05,98731616941,889694398,2004-10-13,IFP,PR,Ayla Fonseca,2,monteirooliver@example.org,51 7544 2748,+55 45 9 7687 0701,27675995,Loteamento de da Cruz,93,,Vila Das Oliveiras,Pires,RS,False,False,False,19
Sr. Apollo Castro,SR. APOLLO CASTRO,,,2000-07-09,97183192121,514769830,1999-12-17,OAB,RJ,Maria Luísa Ramos,3,nda-costa@example.com,0500 157 8429,+55 35 96849 5445,65019-980,Fazenda Maya Barros,71,,Vila Nova Cachoeirinha 2ª Seção,Fogaça,PR,False,False,False,19
Maitê Silva,MAITÊ SILVA,,,1987-03-17,95383282807,565958972,2001-09-05,SSP,SP,Mariana Vieira,5,gaparecida@example.com,+55 31 8978 9859,+55 30 97658-4922,40439-217,Alameda Ana Julia Almeida,42,,Pompéia,Ramos,MG,False,False,False,19
Sra. Gabrielly Aragão,SRA. GABRIELLY ARAGÃO,Antonella Andrade,ANTONELLA ANDRADE,1946-03-27,69867216768,765641869,2000-02-03,SSP,PR,Dr. Matteo Casa Grande,6,opereira@example.net,11 6082-8682,+55 (054) 97561 4059,39805-057,Condomínio de Rios,28,,Pindura Saia,Cardoso do Campo,RJ,True,False,False,19
Sr. Valentim Carvalho,SR. VALENTIM CARVALHO,,,1979-05-29,64358579116,206907955,1995-04-30,IFP,PR,Yago Nunes,4,milenamonteiro@example.net,0800 964 1891,+55 (84) 9 2859-6470,23612804,Sítio Antonella Guerra,67,,Novo Glória,Oliveira do Campo,SP,True,False,False,19
Clara da Cruz,CLARA DA CRUZ,,,1998-07-14,69331385692,993858890,2000-04-26,IFP,RJ,Arthur Aragão,3,fernandoramos@example.net,(031) 5022 3715,+55 55 9 2639-0510,97637316,Parque Henry Gabriel Sampaio,95,,São Gabriel,Sampaio de Novaes,RS,False,False,False,19
Francisco Macedo,FRANCISCO MACEDO,,,2006-10-12,56844996438,307104443,2002-12-28,DETRAN,RS,Sr. Ravy da Luz,4,fernandesbenicio@example.org,(051) 2399-9257,+55 58 90546 0184,80712-732,Vereda Pietro Marques,98,,Ambrosina,Cardoso das Flores,RS,False,False,False,19
Leandro da Cruz,LEANDRO DA CRUZ,,,2010-05-27,39699762004,980038148,2004-12-10,IFP,SP,Anthony Campos,2,siqueirayuri@example.com,51 1301 3035,+55 57 9 6076 0910,09582-509,Campo Carvalho,74,,Goiania,Pastor,SP,False,True,False,19
Augusto Vieira,AUGUSTO VIEIRA,,,1980-07-21,73791092944,823037640,2005-05-04,DETRAN,SP,Anna Liz Marques,2,emanuelly35@example.org,+55 (021) 9098-9536,+55 96 9 2419-8571,27098-763,Quadra de da Rosa,59,,Fernão Dias,Monteiro,PR,True,False,False,19
Maria Isis Rios,MARIA ISIS RIOS,,,2003-06-15,22735501035,,,,,Mirella das Neves,5,elisa84@example.org,(081) 0227 2635,+55 (02) 92201-6329,54951-053,Rua de Nascimento,4,,Beira Linha,Jesus,SP,False,False,False,19
Júlia Ferreira,JÚLIA FERREIRA,,,2000-06-26,09432604187,663382824,2001-09-25,IFP,RJ,Felipe Jesus,6,maysada-costa@example.net,+55 11 7948 7031,+55 (20) 93453 5651,45700450,Largo Raquel Rezende,12,,São Bernardo,Araújo de Goiás,SP,True,False,False,19
Maria Helena da Cunha,MARIA HELENA DA CUNHA,,,1947-04-25,03252627728,322995979,2004-10-06,OAB,SP,Elisa Pacheco,6,ianpimenta@example.org,+55 51 5462 1317,+55 (25) 9 3744 2633,17411-989,Ladeira de Vargas,99,,Santa Efigênia,Dias,SP,False,False,False,19
Leandro Fogaça,LEANDRO FOGAÇA,Mariah Abreu,MARIAH ABREU,1994-12-05,28468562815,823457236,1996-03-06,SSP,PR,Sr. Raul Araújo,3,gda-rosa@example.net,0800-425-1726,+55 (01) 91788-5076,13504-383,Sítio Viana,1,,Jatobá,da Rosa de Minas,RS,False,False,False,19
Rael Albuquerque,RAEL ALBUQUERQUE,,,2005-03-29,05312160474,572821990,2003-01-07,SSP,RS,Gustavo Siqueira,4,valentim59@example.com,(051) 9256 5690,+55 (078) 97101-6134,84577478,Loteamento Elisa Pinto,5,,Lagoinha,Campos,PR,False,False,False,19
Mateus Albuquerque,MATEUS ALBUQUERQUE,,,1957-08-07,35543386214,,,,,Elisa Dias,7,leaomiguel@example.net,(061) 9257-0441,+55 (49) 9 9620-1021,47454-495,Condomínio de da Rocha,321,,Engenho Nogueira,Nogueira,PR,False,False,False,19
Emanuel Costa,EMANUEL COSTA,Dr. Fernando Vargas,DR. FERNANDO VARGAS,1987-01-19,61571683909,490642112,1996-03-01,OAB,PR,Vitória Marques,6,monteirovitor@example.org,(084) 2447-6348,+55 92 92281 0100,76069-525,Residencial João Vitor Pastor,75,,Bonfim,Carvalho de Novaes,RS,False,True,False,19
Srta. Ágatha Vieira,SRTA. ÁGATHA VIEIRA,,,2007-09-29,44007998248,,,,,Antônio Sales,2,bernardoda-rosa@example.org,0900 823 3699,+55 84 9 4675 1430,92400-399,Ladeira de Martins,52,,Serrano,Rocha Alegre,RS,False,False,False,19
Sr. Bryan Siqueira,SR. BRYAN SIQUEIRA,,,1962-04-30,62587855659,996445431,2002-02-03,DETRAN,PR,Sr. Nicolas Cassiano,7,marinacamara@example.net,11 9796-6399,+55 87 9 5457 4155,84257995,Lagoa Ana Clara Camargo,32,,Buraco Quente,Sampaio das Flores,PR,False,False,False,19
Sra. Maria Vitória Vieira,SRA. MARIA VITÓRIA VIEIRA,Emanuelly Castro,EMANUELLY CASTRO,2012-03-03,32434652905,953414567,2005-07-20,SSP,RJ,Sr. Henry Gabriel Mendonça,4,alana20@example.net,31 2856-1783,+55 16 9 1940-4142,49813093,Travessa de Vieira,716,,Nova Vista,Albuquerque de Duarte,SP,False,False,False,19
Eloah Sá,ELOAH SÁ,,,1956-03-15,96951114676,121328324,1996-08-01,DETRAN,SP,Dr. Anthony Gabriel Marques,4,brunafarias@example.net,+55 (071) 1633 6957,+55 (03) 9 8367-5162,60292895,Residencial Zoe da Conceição,2,,Cidade Jardim Taquaril,da Cunha do Sul,RJ,False,False,False,19
Henry Melo,HENRY MELO,Marcelo Porto,MARCELO PORTO,1951-03-21,96758382567,,,,,Fernanda Rios,5,lorena99@example.com,+55 41 4388 5441,+55 26 9 5979-3902,84679-684,Trevo Davi Luiz Albuquerque,12,,Nossa Senhora Do Rosário,Santos,RJ,False,False,False,19
